customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,segment
13862,5564,1,346.73,4,1,2,412,7,Recent Customers
13863,5640,3,933.77,2,3,4,234,9,Need Attention
13869,5556,6,4903.14,4,5,5,455,14,Champions
13870,5562,7,1875.54,4,5,5,455,14,Champions
13871,5603,4,1482.6,3,4,4,344,11,Loyal Customers
13872,5702,3,919.57,2,3,4,234,9,Need Attention
13873,5558,5,631.08,4,4,3,443,11,Loyal Customers
13874,5679,6,937.5,2,5,4,254,11,Loyal Customers
13875,5562,9,2639.58,4,5,5,455,14,Champions
13877,5645,2,277.72,2,2,2,222,6,Need Attention
13878,5722,3,1002.53,1,3,4,134,8,At Risk
13879,5820,1,395.5,1,1,2,112,4,Hibernating
13880,5542,5,1171.89,5,4,4,544,13,Champions
13881,5597,8,1064.76,3,5,4,354,12,Loyal Customers
13883,5578,10,3408.64,3,5,5,355,13,Loyal Customers
13884,5551,5,1037.43,5,4,4,544,13,Champions
13888,5579,5,1344.72,3,4,4,344,11,Loyal Customers
13889,5557,5,1442.33,4,4,4,444,12,Champions
13890,5549,4,1043.57,5,4,4,544,13,Champions
13891,5553,3,859.21,5,3,4,534,12,Potential Loyalists
13892,5750,1,12.6,1,1,1,111,3,Hibernating
13895,5690,2,1253.9,2,2,4,224,8,Need Attention
13896,5800,1,312.05,1,1,2,112,4,Hibernating
13897,5613,2,821.72,2,2,4,224,8,Need Attention
13898,5586,1,530.47,3,1,3,313,7,Lost
13900,5564,3,793.32,4,3,4,434,11,Potential Loyalists
13901,5549,10,2557.44,5,5,5,555,15,Champions
13902,5899,1,55.86,1,1,1,111,3,Hibernating
13903,5575,1,165.45,4,1,1,411,6,Recent Customers
13905,5907,1,181.85,1,1,1,111,3,Hibernating
13907,5866,1,136.8,1,1,1,111,3,Hibernating
13909,5598,2,270.25,3,2,2,322,7,Promising
13911,5554,11,1263.12,5,5,4,554,14,Champions
13912,5598,1,124.95,3,1,1,311,5,Promising
13913,5681,1,42.22,2,1,1,211,4,About to Sleep
13915,5569,1,70.8,4,1,1,411,6,Recent Customers
13916,5638,4,1150.81,2,4,4,244,10,Loyal Customers
13919,5599,2,877.05,3,2,4,324,9,Need Attention
13920,5606,4,1119.4,3,4,4,344,11,Loyal Customers
13921,5577,4,730.7,3,4,3,343,10,Loyal Customers
13922,5612,2,406.75,2,2,3,223,7,Need Attention
13927,5612,1,318.95,2,1,2,212,5,About to Sleep
13929,5591,6,681.09,3,5,3,353,11,Loyal Customers
13931,5567,9,3699.69,4,5,5,455,14,Champions
13935,5771,3,728.57,1,3,3,133,7,At Risk
13936,5557,2,563.08,4,2,3,423,9,Potential Loyalists
13937,5577,1,711.2,3,1,3,313,7,Lost
13939,5606,4,890.41,3,4,4,344,11,Loyal Customers
13941,5547,8,449.06,5,5,3,553,13,Loyal Customers
13943,5752,1,246.54,1,1,2,112,4,Hibernating
13944,5828,1,200.43,1,1,2,112,4,Hibernating
13945,5569,2,783.35,4,2,4,424,10,Potential Loyalists
13946,5551,3,225.1,5,3,2,532,10,Potential Loyalists
13948,5586,3,446.76,3,3,3,333,9,Need Attention
13952,5555,11,5253.0,4,5,5,455,14,Champions
13955,5550,1,200.95,5,1,2,512,8,Recent Customers
13957,5592,3,458.25,3,3,3,333,9,Need Attention
13958,5554,8,3607.31,5,5,5,555,15,Champions
13959,5574,3,470.73,4,3,3,433,10,Potential Loyalists
13961,5567,1,361.4,4,1,2,412,7,Recent Customers
13962,5610,1,193.25,3,1,1,311,5,Promising
13963,5542,14,2163.01,5,5,5,555,15,Champions
13964,5562,2,438.9,4,2,3,423,9,Potential Loyalists
13965,5651,3,357.85,2,3,2,232,7,Need Attention
13966,5610,1,263.3,3,1,2,312,6,Promising
13967,5571,1,85.6,4,1,1,411,6,Recent Customers
13968,5598,1,123.66,3,1,1,311,5,Promising
13969,5539,18,4110.48,5,5,5,555,15,Champions
13970,5612,1,288.55,2,1,2,212,5,About to Sleep
13971,5598,6,1854.59,3,5,5,355,13,Loyal Customers
13974,5757,1,264.13,1,1,2,112,4,Hibernating
13975,5568,6,2780.04,4,5,5,455,14,Champions
13976,5681,3,834.38,2,3,4,234,9,Need Attention
13977,5586,1,321.81,3,1,2,312,6,Promising
13979,5568,6,2494.94,4,5,5,455,14,Champions
13980,5614,4,568.68,2,4,3,243,9,Loyal Customers
13981,5590,1,322.02,3,1,2,312,6,Promising
13982,5540,6,1858.28,5,5,5,555,15,Champions
13983,5541,10,2989.92,5,5,5,555,15,Champions
13984,5541,8,912.09,5,5,4,554,14,Champions
13985,5549,7,2859.63,5,5,5,555,15,Champions
13987,5554,2,682.54,5,2,3,523,10,Potential Loyalists
13988,5558,2,609.84,4,2,3,423,9,Potential Loyalists
13989,5639,3,670.46,2,3,3,233,8,Need Attention
13992,5555,2,142.7,4,2,1,421,7,Potential Loyalists
13993,5554,10,3044.65,5,5,5,555,15,Champions
13995,5554,9,2480.48,5,5,5,555,15,Champions
13996,5561,2,647.96,4,2,3,423,9,Potential Loyalists
13997,5694,3,376.46,2,3,2,232,7,Need Attention
13998,5621,3,566.7,2,3,3,233,8,Need Attention
13999,5549,17,4090.91,5,5,5,555,15,Champions
14000,5589,3,388.88,3,3,2,332,8,Promising
14001,5548,7,1648.81,5,5,5,555,15,Champions
14003,5907,1,199.33,1,1,1,111,3,Hibernating
14004,5568,4,1416.45,4,4,4,444,12,Champions
14006,5703,4,536.8,2,4,3,243,9,Loyal Customers
14007,5687,1,79.48,2,1,1,211,4,About to Sleep
14008,5607,1,509.04,3,1,3,313,7,Lost
14009,5637,1,306.86,2,1,2,212,5,About to Sleep
14010,5740,2,382.15,1,2,2,122,5,Lost
14011,5655,2,395.9,2,2,2,222,6,Need Attention
14013,5555,2,611.55,4,2,3,423,9,Potential Loyalists
14014,5551,2,527.79,5,2,3,523,10,Potential Loyalists
14016,5571,7,4625.14,4,5,5,455,14,Champions
14017,5746,1,229.75,1,1,2,112,4,Hibernating
14018,5820,1,282.55,1,1,2,112,4,Hibernating
14020,5651,2,606.21,2,2,3,223,7,Need Attention
14021,5549,4,1029.96,5,4,4,544,13,Champions
14022,5661,1,352.15,2,1,2,212,5,About to Sleep
14024,5565,1,318.04,4,1,2,412,7,Recent Customers
14025,5639,8,2272.38,2,5,5,255,12,Loyal Customers
14026,5645,2,713.11,2,2,3,223,7,Need Attention
14030,5541,14,4569.4,5,5,5,555,15,Champions
14031,5540,26,6381.71,5,5,5,555,15,Champions
14032,5541,6,1641.04,5,5,5,555,15,Champions
14035,5581,4,896.09,3,4,4,344,11,Loyal Customers
14037,5653,4,538.52,2,4,3,243,9,Loyal Customers
14038,5572,2,1314.5,4,2,4,424,10,Potential Loyalists
14039,5750,1,38.76,1,1,1,111,3,Hibernating
14040,5561,23,7393.27,4,5,5,455,14,Champions
14042,5900,1,341.98,1,1,2,112,4,Hibernating
14043,5666,2,302.6,2,2,2,222,6,Need Attention
14044,5593,6,2297.72,3,5,5,355,13,Loyal Customers
14045,5715,2,34.0,2,2,1,221,5,About to Sleep
14047,5547,10,2298.88,5,5,5,555,15,Champions
14048,5557,2,338.76,4,2,2,422,8,Potential Loyalists
14049,5562,9,5920.14,4,5,5,455,14,Champions
14051,5541,14,1919.29,5,5,5,555,15,Champions
14052,5565,1,241.3,4,1,2,412,7,Recent Customers
14053,5572,2,68.25,4,2,1,421,7,Potential Loyalists
14055,5752,2,395.75,1,2,2,122,5,Lost
14057,5556,5,1855.28,4,4,5,445,13,Champions
14058,5637,2,469.19,2,2,3,223,7,Need Attention
14060,5541,11,947.86,5,5,4,554,14,Champions
14061,5899,2,451.55,1,2,3,123,6,Lost
14062,5549,10,2860.83,5,5,5,555,15,Champions
14063,5861,2,62.9,1,2,1,121,4,Lost
14064,5605,10,1517.72,3,5,4,354,12,Loyal Customers
14065,5564,3,870.86,4,3,4,434,11,Potential Loyalists
14068,5778,3,1250.87,1,3,4,134,8,At Risk
14069,5689,2,225.81,2,2,2,222,6,Need Attention
14070,5859,1,321.6,1,1,2,112,4,Hibernating
14072,5841,1,390.85,1,1,2,112,4,Hibernating
14074,5798,1,118.6,1,1,1,111,3,Hibernating
14075,5578,3,564.81,3,3,3,333,9,Need Attention
14077,5570,1,115.66,4,1,1,411,6,Recent Customers
14078,5548,4,560.84,5,4,3,543,12,Loyal Customers
14080,5588,4,990.18,3,4,4,344,11,Loyal Customers
14081,5544,9,4330.87,5,5,5,555,15,Champions
14082,5567,1,231.11,4,1,2,412,7,Recent Customers
14083,5546,3,373.3,5,3,2,532,10,Potential Loyalists
14084,5687,1,56.4,2,1,1,211,4,About to Sleep
14085,5543,16,5460.43,5,5,5,555,15,Champions
14086,5637,1,39.95,2,1,1,211,4,About to Sleep
14087,5579,2,638.0,3,2,3,323,8,Need Attention
14088,5595,1,703.93,3,1,3,313,7,Lost
14092,5549,10,2860.62,5,5,5,555,15,Champions
14094,5614,1,311.77,2,1,2,212,5,About to Sleep
14095,5897,1,2.95,1,1,1,111,3,Hibernating
14097,5656,2,422.86,2,2,3,223,7,Need Attention
14099,5550,9,2554.88,5,5,5,555,15,Champions
14101,5645,4,580.86,2,4,3,243,9,Loyal Customers
14103,5840,1,0.0,1,1,1,111,3,Hibernating
14104,5564,3,486.52,4,3,3,433,10,Potential Loyalists
14105,5583,4,3942.84,3,4,5,345,12,Loyal Customers
14107,5623,4,2011.35,2,4,5,245,11,Loyal Customers
14108,5906,2,339.65,1,2,2,122,5,Lost
14110,5610,20,3509.81,3,5,5,355,13,Loyal Customers
14112,5626,6,2848.34,2,5,5,255,12,Loyal Customers
14113,5550,8,1291.39,5,5,4,554,14,Champions
14114,5570,5,977.56,4,4,4,444,12,Champions
14115,5676,2,373.07,2,2,2,222,6,Need Attention
14118,5603,1,279.35,3,1,2,312,6,Promising
14119,5550,2,146.89,5,2,1,521,8,Potential Loyalists
14122,5581,2,272.72,3,2,2,322,7,Promising
14123,5908,1,436.18,1,1,3,113,5,Hibernating
14126,5619,1,466.33,2,1,3,213,6,About to Sleep
14127,5555,3,1190.37,4,3,4,434,11,Potential Loyalists
14128,5726,1,286.71,1,1,2,112,4,Hibernating
14129,5574,4,1345.8,4,4,4,444,12,Champions
14130,5550,3,1013.54,5,3,4,534,12,Potential Loyalists
14131,5823,1,168.22,1,1,1,111,3,Hibernating
14133,5908,1,245.8,1,1,2,112,4,Hibernating
14134,5557,15,3503.33,4,5,5,455,14,Champions
14135,5542,9,1162.91,5,5,4,554,14,Champions
14136,5575,5,1522.33,4,4,4,444,12,Champions
14137,5870,1,188.7,1,1,1,111,3,Hibernating
14139,5665,3,670.98,2,3,3,233,8,Need Attention
14142,5548,2,671.34,5,2,3,523,10,Potential Loyalists
14144,5661,1,30.6,2,1,1,211,4,About to Sleep
14145,5712,1,12.75,2,1,1,211,4,About to Sleep
14146,5558,7,4043.2,4,5,5,455,14,Champions
14147,5563,5,384.1,4,4,2,442,10,Promising
14148,5589,1,181.59,3,1,1,311,5,Promising
14151,5848,2,679.45,1,2,3,123,6,Lost
14152,5562,5,1272.73,4,4,4,444,12,Champions
14153,5658,1,233.4,2,1,2,212,5,About to Sleep
14154,5556,5,3491.38,4,4,5,445,13,Champions
14156,5546,72,37210.94,5,5,5,555,15,Champions
14157,5564,3,553.8,4,3,3,433,10,Potential Loyalists
14159,5554,9,2925.95,5,5,5,555,15,Champions
14160,5785,6,1386.01,1,5,4,154,10,Loyal Customers
14161,5544,5,2082.26,5,4,5,545,14,Champions
14163,5637,1,67.35,2,1,1,211,4,About to Sleep
14166,5679,2,251.15,2,2,2,222,6,Need Attention
14167,5639,4,711.7,2,4,3,243,9,Loyal Customers
14168,5595,2,268.45,3,2,2,322,7,Promising
14169,5605,2,621.51,3,2,3,323,8,Need Attention
14170,5550,3,570.18,5,3,3,533,11,Potential Loyalists
14171,5905,1,33.3,1,1,1,111,3,Hibernating
14172,5780,3,369.02,1,3,2,132,6,Lost
14173,5816,2,53.56,1,2,1,121,4,Lost
14175,5593,5,3787.7,3,4,5,345,12,Loyal Customers
14176,5542,2,257.75,5,2,2,522,9,Potential Loyalists
14177,5556,8,1309.63,4,5,4,454,13,Champions
14180,5547,9,1231.38,5,5,4,554,14,Champions
14181,5585,2,308.35,3,2,2,322,7,Promising
14182,5618,4,576.77,2,4,3,243,9,Loyal Customers
14183,5586,2,278.34,3,2,2,322,7,Promising
14186,5602,5,1473.59,3,4,4,344,11,Loyal Customers
14187,5648,1,123.5,2,1,1,211,4,About to Sleep
14189,5543,2,752.35,5,2,4,524,11,Potential Loyalists
14191,5569,2,132.9,4,2,1,421,7,Potential Loyalists
14192,5563,1,293.74,4,1,2,412,7,Recent Customers
14193,5571,1,356.8,4,1,2,412,7,Recent Customers
14194,5567,14,6353.85,4,5,5,455,14,Champions
14197,5585,1,390.05,3,1,2,312,6,Promising
14198,5575,5,827.53,4,4,4,444,12,Champions
14199,5598,2,130.05,3,2,1,321,6,Promising
14200,5792,1,379.2,1,1,2,112,4,Hibernating
14201,5584,2,344.1,3,2,2,322,7,Promising
14202,5556,3,534.31,4,3,3,433,10,Potential Loyalists
14203,5572,1,251.74,4,1,2,412,7,Recent Customers
14204,5597,3,772.22,3,3,4,334,10,Need Attention
14205,5569,7,1642.28,4,5,5,455,14,Champions
14206,5563,2,816.05,4,2,4,424,10,Potential Loyalists
14207,5862,1,55.8,1,1,1,111,3,Hibernating
14208,5726,1,347.15,1,1,2,112,4,Hibernating
14209,5560,9,2691.08,4,5,5,455,14,Champions
14210,5546,11,3923.52,5,5,5,555,15,Champions
14211,5586,9,2079.59,3,5,5,355,13,Loyal Customers
14215,5543,4,1486.91,5,4,4,544,13,Champions
14216,5589,1,310.74,3,1,2,312,6,Promising
14217,5541,7,1191.41,5,5,4,554,14,Champions
14219,5584,2,543.89,3,2,3,323,8,Need Attention
14220,5742,2,336.0,1,2,2,122,5,Lost
14221,5624,8,2763.69,2,5,5,255,12,Loyal Customers
14224,5565,5,639.78,4,4,3,443,11,Loyal Customers
14225,5609,4,1674.93,3,4,5,345,12,Loyal Customers
14226,5616,1,573.0,2,1,3,213,6,About to Sleep
14227,5589,5,2817.23,3,4,5,345,12,Loyal Customers
14228,5612,3,664.5,2,3,3,233,8,Need Attention
14229,5578,4,669.59,3,4,3,343,10,Loyal Customers
14230,5610,3,826.8,3,3,4,334,10,Need Attention
14231,5625,1,309.91,2,1,2,212,5,About to Sleep
14233,5640,2,644.75,2,2,3,223,7,Need Attention
14235,5673,4,1143.97,2,4,4,244,10,Loyal Customers
14236,5547,4,542.38,5,4,3,543,12,Loyal Customers
14237,5548,2,452.9,5,2,3,523,10,Potential Loyalists
14238,5837,2,148.08,1,2,1,121,4,Lost
14239,5606,10,1793.82,3,5,5,355,13,Loyal Customers
14240,5598,1,357.15,3,1,2,312,6,Promising
14243,5540,8,3933.72,5,5,5,555,15,Champions
14244,5835,1,245.46,1,1,2,112,4,Hibernating
14247,5579,4,616.79,3,4,3,343,10,Loyal Customers
14248,5634,2,573.17,2,2,3,223,7,Need Attention
14249,5585,12,4488.16,3,5,5,355,13,Loyal Customers
14252,5556,1,130.99,4,1,1,411,6,Recent Customers
14253,5668,2,149.2,2,2,1,221,5,About to Sleep
14254,5607,1,353.53,3,1,2,312,6,Promising
14256,5666,3,1415.23,2,3,4,234,9,Need Attention
14257,5555,4,2145.53,4,4,5,445,13,Champions
14258,5570,12,1506.8,4,5,4,454,13,Champions
14260,5646,3,814.2,2,3,4,234,9,Need Attention
14263,5598,1,322.93,3,1,2,312,6,Promising
14264,5554,4,1183.39,5,4,4,544,13,Champions
14265,5639,2,843.17,2,2,4,224,8,Need Attention
14266,5603,1,40.56,3,1,1,311,5,Promising
14268,5645,1,354.85,2,1,2,212,5,About to Sleep
14269,5614,1,295.73,2,1,2,212,5,About to Sleep
14271,5584,1,101.86,3,1,1,311,5,Promising
14272,5737,2,434.37,1,2,3,123,6,Lost
14274,5861,1,256.6,1,1,2,112,4,Hibernating
14275,5570,5,210.14,4,4,2,442,10,Promising
14276,5582,4,982.94,3,4,4,344,11,Loyal Customers
14277,5586,4,746.6,3,4,4,344,11,Loyal Customers
14278,5584,1,205.83,3,1,2,312,6,Promising
14279,5856,1,51.0,1,1,1,111,3,Hibernating
14281,5583,1,157.55,3,1,1,311,5,Promising
14282,5542,10,1268.28,5,5,4,554,14,Champions
14283,5638,4,575.64,2,4,3,243,9,Loyal Customers
14284,5828,1,704.4,1,1,3,113,5,Hibernating
14285,5688,4,698.01,2,4,3,243,9,Loyal Customers
14286,5579,4,3257.37,3,4,5,345,12,Loyal Customers
14290,5588,3,916.51,3,3,4,334,10,Need Attention
14291,5555,12,3723.61,4,5,5,455,14,Champions
14292,5585,6,1446.78,3,5,4,354,12,Loyal Customers
14293,5543,6,1435.07,5,5,4,554,14,Champions
14294,5582,1,375.34,3,1,2,312,6,Promising
14295,5613,4,1260.71,2,4,4,244,10,Loyal Customers
14296,5596,2,456.4,3,2,3,323,8,Need Attention
14298,5550,32,21201.13,5,5,5,555,15,Champions
14299,5540,18,2114.59,5,5,5,555,15,Champions
14301,5591,3,599.34,3,3,3,333,9,Need Attention
14302,5605,3,494.5,3,3,3,333,9,Need Attention
14303,5582,2,277.94,3,2,2,322,7,Promising
14304,5554,2,1321.4,5,2,4,524,11,Potential Loyalists
14306,5852,1,119.16,1,1,1,111,3,Hibernating
14307,5548,5,1983.63,5,4,5,545,14,Champions
14309,5588,2,1145.26,3,2,4,324,9,Need Attention
14310,5607,1,492.1,3,1,3,313,7,Lost
14311,5742,1,146.79,1,1,1,111,3,Hibernating
14312,5553,5,1436.94,5,4,4,544,13,Champions
14314,5605,1,15.0,3,1,1,311,5,Promising
14315,5739,2,522.29,1,2,3,123,6,Lost
14316,5597,5,276.54,3,4,2,342,9,Promising
14318,5635,1,144.1,2,1,1,211,4,About to Sleep
14319,5599,1,473.85,3,1,3,313,7,Lost
14320,5721,3,868.96,1,3,4,134,8,At Risk
14321,5606,2,633.71,3,2,3,323,8,Need Attention
14322,5604,4,290.5,3,4,2,342,9,Promising
14324,5584,2,689.01,3,2,3,323,8,Need Attention
14325,5744,1,221.48,1,1,2,112,4,Hibernating
14326,5638,2,716.81,2,2,3,223,7,Need Attention
14327,5557,5,1546.32,4,4,4,444,12,Champions
14329,5550,8,4709.4,5,5,5,555,15,Champions
14330,5798,1,200.63,1,1,2,112,4,Hibernating
14332,5556,2,1077.2,4,2,4,424,10,Potential Loyalists
14334,5600,4,1622.43,3,4,5,345,12,Loyal Customers
14338,5711,1,269.8,2,1,2,212,5,About to Sleep
14339,5603,1,200.95,3,1,2,312,6,Promising
14341,5595,10,2243.28,3,5,5,355,13,Loyal Customers
14342,5647,1,161.28,2,1,1,211,4,About to Sleep
14343,5596,4,1079.66,3,4,4,344,11,Loyal Customers
14344,5542,13,2217.27,5,5,5,555,15,Champions
14346,5600,3,1116.09,3,3,4,334,10,Need Attention
14347,5911,1,82.6,1,1,1,111,3,Hibernating
14350,5555,2,668.94,4,2,3,423,9,Potential Loyalists
14353,5585,2,285.9,3,3,2,332,8,Promising
14355,5540,3,840.05,5,3,4,534,12,Potential Loyalists
14358,5564,2,400.06,4,3,3,433,10,Potential Loyalists
14361,5753,1,192.03,1,1,1,111,3,Hibernating
14363,5577,2,162.07,3,3,1,331,7,Promising
14365,5569,2,634.68,4,3,3,433,10,Potential Loyalists
14369,5817,2,469.13,1,3,3,133,7,At Risk
14370,5663,5,813.98,2,4,4,244,10,Loyal Customers
14372,5618,2,758.08,2,3,4,234,9,Need Attention
14374,5716,1,108.0,2,1,1,211,4,About to Sleep
14375,5625,2,871.26,2,3,4,234,9,Need Attention
14376,5858,1,215.46,1,1,2,112,4,Hibernating
14378,5796,1,131.25,1,1,1,111,3,Hibernating
14379,5568,2,709.16,4,3,3,433,10,Potential Loyalists
14380,5857,1,48.96,1,1,1,111,3,Hibernating
14381,5626,1,423.26,2,1,3,213,6,About to Sleep
14382,5565,1,578.14,4,1,3,413,8,Recent Customers
14384,5675,1,58.5,2,1,1,211,4,About to Sleep
14388,5547,9,3461.76,5,5,5,555,15,Champions
14389,5599,3,710.55,3,3,3,333,9,Need Attention
14390,5547,5,1731.16,5,4,5,545,14,Champions
14391,5751,1,135.6,1,1,1,111,3,Hibernating
14392,5607,1,206.7,3,1,2,312,6,Promising
14394,5739,1,93.8,1,1,1,111,3,Hibernating
14395,5547,12,4537.1,5,5,5,555,15,Champions
14396,5546,6,1591.74,5,5,5,555,15,Champions
14398,5576,2,707.79,3,3,3,333,9,Need Attention
14399,5569,8,1537.01,4,5,4,454,13,Champions
14400,5583,2,695.53,3,3,3,333,9,Need Attention
14401,5599,9,1393.0,3,5,4,354,12,Loyal Customers
14402,5827,1,105.6,1,1,1,111,3,Hibernating
14404,5544,8,964.21,5,5,4,554,14,Champions
14408,5907,1,232.2,1,1,2,112,4,Hibernating
14409,5555,3,1096.8,4,3,4,434,11,Potential Loyalists
14410,5551,2,1396.51,5,3,4,534,12,Potential Loyalists
14412,5599,1,574.56,3,1,3,313,7,Lost
14413,5585,2,300.67,3,3,2,332,8,Promising
14414,5549,1,565.15,5,1,3,513,9,Recent Customers
14415,5554,10,6021.8,5,5,5,555,15,Champions
14417,5562,1,449.29,4,1,3,413,8,Recent Customers
14419,5557,1,202.85,4,1,2,412,7,Recent Customers
14420,5571,3,1128.93,4,3,4,434,11,Potential Loyalists
14421,5687,4,1190.2,2,4,4,244,10,Loyal Customers
14422,5549,13,5845.9,5,5,5,555,15,Champions
14423,5612,1,141.65,2,1,1,211,4,About to Sleep
14425,5609,3,633.55,3,3,3,333,9,Need Attention
14426,5578,7,5760.02,3,5,5,355,13,Loyal Customers
14427,5669,2,545.48,2,3,3,233,8,Need Attention
14429,5578,1,516.28,3,1,3,313,7,Lost
14430,5686,3,837.5,2,3,4,234,9,Need Attention
14431,5554,3,1190.5,5,3,4,534,12,Potential Loyalists
14433,5640,1,280.7,2,1,2,212,5,About to Sleep
14435,5676,1,37.5,2,1,1,211,4,About to Sleep
14436,5728,1,30.0,1,1,1,111,3,Hibernating
14437,5540,5,792.46,5,4,4,544,13,Champions
14439,5618,4,952.3,2,4,4,244,10,Loyal Customers
14440,5540,7,1609.5,5,5,5,555,15,Champions
14441,5548,6,1884.7,5,5,5,555,15,Champions
14442,5589,5,2691.5,3,4,5,345,12,Loyal Customers
14443,5543,2,874.47,5,3,4,534,12,Potential Loyalists
14444,5631,1,113.72,2,1,1,211,4,About to Sleep
14445,5630,1,221.65,2,1,2,212,5,About to Sleep
14446,5561,1,189.93,4,1,1,411,6,Recent Customers
14447,5575,1,548.5,4,1,3,413,8,Recent Customers
14449,5547,5,1466.9,5,4,4,544,13,Champions
14450,5554,4,645.19,5,4,3,543,12,Loyal Customers
14451,5564,10,2614.78,4,5,5,455,14,Champions
14452,5570,2,399.9,4,3,3,433,10,Potential Loyalists
14454,5551,5,885.5,5,4,4,544,13,Champions
14455,5607,4,532.64,3,4,3,343,10,Loyal Customers
14458,5555,1,214.15,4,1,2,412,7,Recent Customers
14459,5826,1,1437.6,1,1,4,114,6,Hibernating
14460,5571,5,461.64,4,4,3,443,11,Loyal Customers
14461,5557,10,4502.69,4,5,5,455,14,Champions
14462,5607,1,262.24,3,1,2,312,6,Promising
14464,5743,1,51.0,1,1,1,111,3,Hibernating
14465,5603,8,1389.09,3,5,4,354,12,Loyal Customers
14466,5547,7,2106.6,5,5,5,555,15,Champions
14467,5564,8,1594.38,4,5,5,455,14,Champions
14468,5908,1,142.8,1,1,1,111,3,Hibernating
14469,5591,4,1908.18,3,4,5,345,12,Loyal Customers
14470,5605,1,189.65,3,1,1,311,5,Promising
14471,5766,2,400.95,1,3,3,133,7,At Risk
14472,5864,1,266.05,1,1,2,112,4,Hibernating
14474,5754,1,711.23,1,1,3,113,5,Hibernating
14475,5583,1,146.3,3,1,1,311,5,Promising
14478,5557,4,831.86,4,4,4,444,12,Champions
14479,5540,3,982.86,5,3,4,534,12,Potential Loyalists
14480,5577,3,1020.47,3,3,4,334,10,Need Attention
14481,5581,3,1403.02,3,3,4,334,10,Need Attention
14482,5554,4,684.97,5,4,3,543,12,Loyal Customers
14483,5911,1,120.0,1,1,1,111,3,Hibernating
14484,5576,3,688.58,3,3,3,333,9,Need Attention
14486,5686,2,175.5,2,3,1,231,6,Lost
14487,5543,2,225.89,5,3,2,532,10,Potential Loyalists
14489,5612,3,1111.55,2,3,4,234,9,Need Attention
14490,5581,2,1207.47,3,3,4,334,10,Need Attention
14491,5547,1,127.2,5,1,1,511,7,Recent Customers
14492,5605,7,1697.51,3,5,5,355,13,Loyal Customers
14493,5565,5,2471.85,4,4,5,445,13,Champions
14494,5576,1,147.6,3,1,1,311,5,Promising
14495,5834,1,51.0,1,1,1,111,3,Hibernating
14496,5548,6,1634.78,5,5,5,555,15,Champions
14497,5848,1,221.69,1,1,2,112,4,Hibernating
14498,5576,5,1598.35,3,4,5,345,12,Loyal Customers
14499,5549,4,1293.35,5,4,4,544,13,Champions
14505,5579,11,5795.1,3,5,5,355,13,Loyal Customers
14506,5544,3,1196.68,5,3,4,534,12,Potential Loyalists
14507,5553,5,1777.46,5,4,5,545,14,Champions
14508,5551,3,554.87,5,3,3,533,11,Potential Loyalists
14509,5709,1,110.95,2,1,1,211,4,About to Sleep
14510,5550,3,778.53,5,3,4,534,12,Potential Loyalists
14512,5558,5,766.21,4,4,4,444,12,Champions
14513,5743,1,70.8,1,1,1,111,3,Hibernating
14514,5611,6,3033.44,2,5,5,255,12,Loyal Customers
14515,5562,6,1274.43,4,5,4,454,13,Champions
14516,5691,1,151.17,2,1,1,211,4,About to Sleep
14519,5858,2,203.14,1,3,2,132,6,Lost
14521,5666,1,199.45,2,1,1,211,4,About to Sleep
14522,5770,4,462.46,1,4,3,143,8,Loyal Customers
14524,5584,4,1006.63,3,4,4,344,11,Loyal Customers
14525,5603,8,2020.93,3,5,5,355,13,Loyal Customers
14526,5564,1,258.65,4,1,2,412,7,Recent Customers
14527,5540,69,15360.54,5,5,5,555,15,Champions
14530,5571,10,2727.23,4,5,5,455,14,Champions
14531,5654,1,376.34,2,1,2,212,5,About to Sleep
14532,5586,7,2125.43,3,5,5,355,13,Loyal Customers
14533,5582,3,410.81,3,3,3,333,9,Need Attention
14534,5572,8,1649.11,4,5,5,455,14,Champions
14535,5570,6,3118.39,4,5,5,455,14,Champions
14537,5798,1,285.84,1,1,2,112,4,Hibernating
14538,5705,3,519.89,2,3,3,233,8,Need Attention
14540,5554,8,2352.58,5,5,5,555,15,Champions
14541,5591,6,978.03,3,5,4,354,12,Loyal Customers
14543,5555,20,1947.24,4,5,5,455,14,Champions
14544,5645,1,692.61,2,1,3,213,6,About to Sleep
14545,5849,1,349.25,1,1,2,112,4,Hibernating
14546,5551,6,2610.91,5,5,5,555,15,Champions
14548,5745,6,990.89,1,5,4,154,10,Loyal Customers
14549,5595,3,624.36,3,3,3,333,9,Need Attention
14550,5563,2,566.69,4,3,3,433,10,Potential Loyalists
14551,5586,5,569.36,3,4,3,343,10,Loyal Customers
14552,5555,2,343.71,4,3,2,432,9,Potential Loyalists
14553,5586,4,813.98,3,4,4,344,11,Loyal Customers
14555,5556,4,1771.05,4,4,5,445,13,Champions
14556,5771,3,815.69,1,3,4,134,8,At Risk
14558,5829,2,384.3,1,3,2,132,6,Lost
14559,5565,1,75.6,4,1,1,411,6,Recent Customers
14560,5554,19,2093.01,5,5,5,555,15,Champions
14562,5565,8,1490.52,4,5,4,454,13,Champions
14563,5684,2,620.38,2,3,3,233,8,Need Attention
14564,5609,2,2124.12,3,3,5,335,11,Need Attention
14565,5648,1,633.1,2,1,3,213,6,About to Sleep
14568,5610,1,817.7,3,1,4,314,8,Lost
