customer_id,total_orders,total_revenue,avg_order_value,first_purchase,last_purchase,total_transactions,lifespan_days,lifespan_months,purchase_frequency,customer_value_monthly,simple_clv,predictive_clv,clv_profit,days_since_last,churn_probability,risk_adjusted_clv,clv_bucket
14044,6,2297.72,3.72,2010-01-24 15:14:00,2010-10-17 13:28:00,617,265,8.71,0.69,2.57,11.15,30.8,9.24,53,0.4,18.48,$0-100
14045,2,34.0,17.0,2010-06-17 10:12:00,2010-06-17 11:21:00,2,1,0.03,60.88,1034.96,4494.57,12419.52,3725.86,175,1.0,0.0,$10K+
14047,10,2298.88,19.0,2010-02-01 10:05:00,2010-12-02 10:09:00,121,304,9.99,1.0,19.02,82.62,228.29,68.49,7,0.08,210.77,$100-500
14048,2,338.76,6.05,2010-11-22 14:08:00,2010-11-22 14:21:00,56,1,0.03,60.88,368.28,1599.35,4419.37,1325.81,17,1.0,0.0,$1K-5K
14049,9,5920.14,10.71,2010-04-01 14:52:00,2010-11-17 10:44:00,553,229,7.52,1.2,12.81,55.62,153.69,46.11,22,0.29,109.39,$100-500
14051,14,1919.29,28.65,2009-12-03 11:53:00,2010-12-08 12:49:00,67,370,12.16,1.15,32.99,143.29,395.93,118.78,1,0.01,390.94,$100-500
14052,1,241.3,3.71,2010-11-14 11:37:00,2010-11-14 11:37:00,65,1,0.03,30.44,113.0,490.74,1356.03,406.81,25,1.0,0.0,$1K-5K
14053,2,68.25,22.75,2010-08-10 11:02:00,2010-11-07 14:50:00,3,89,2.92,0.68,15.56,67.58,186.74,56.02,32,0.24,141.98,$100-500
14055,2,395.75,26.38,2009-12-16 15:11:00,2010-05-11 10:24:00,15,145,4.76,0.42,11.08,48.11,132.93,39.88,212,0.97,3.36,$100-500
14057,5,1855.28,11.82,2009-12-03 13:17:00,2010-11-23 08:38:00,157,354,11.63,0.43,5.08,22.06,60.97,18.29,16,0.08,56.38,$0-100
14058,2,469.19,19.55,2010-06-27 11:29:00,2010-09-03 09:31:00,24,67,2.2,0.91,17.76,77.14,213.17,63.95,97,0.97,7.42,$100-500
14060,11,947.86,25.62,2010-03-11 09:47:00,2010-12-08 12:40:00,37,272,8.94,1.23,31.54,136.95,378.44,113.53,1,0.01,373.33,$100-500
14061,2,451.55,26.56,2009-12-01 18:03:00,2009-12-15 17:56:00,17,13,0.43,4.68,124.39,540.2,1492.69,447.81,359,1.0,0.0,$1K-5K
14062,10,2860.83,21.35,2009-12-10 14:28:00,2010-11-30 11:00:00,134,354,11.63,0.86,18.36,79.72,220.3,66.09,9,0.08,201.63,$100-500
14063,2,62.9,20.97,2009-12-22 14:15:00,2010-01-22 11:28:00,3,30,0.99,2.03,42.55,184.78,510.58,153.17,321,1.0,0.0,$500-1K
14064,10,1517.72,9.98,2010-01-21 13:22:00,2010-10-05 13:20:00,152,256,8.41,1.19,11.87,51.56,142.47,42.74,65,0.85,21.89,$100-500
14065,3,870.86,18.14,2010-10-04 12:03:00,2010-11-15 16:13:00,48,42,1.38,2.17,39.45,171.31,473.37,142.01,24,0.57,202.87,$100-500
14068,3,1250.87,14.89,2010-01-31 10:10:00,2010-04-15 14:28:00,84,74,2.43,1.23,18.38,79.81,220.52,66.16,238,1.0,0.0,$100-500
14069,2,225.81,5.51,2010-05-27 12:30:00,2010-07-13 12:12:00,41,46,1.51,1.32,7.29,31.65,87.47,26.24,149,1.0,0.0,$0-100
14070,1,321.6,7.84,2010-01-24 12:27:00,2010-01-24 12:27:00,41,1,0.03,30.44,238.77,1036.91,2865.22,859.57,319,1.0,0.0,$1K-5K
14072,1,390.85,20.57,2010-02-11 12:31:00,2010-02-11 12:31:00,19,1,0.03,30.44,626.18,2719.35,7514.19,2254.26,301,1.0,0.0,$5K-10K
14074,1,118.6,29.65,2010-03-26 13:55:00,2010-03-26 13:55:00,4,1,0.03,30.44,902.55,3919.53,10830.55,3249.17,258,1.0,0.0,$10K+
14075,3,564.81,16.61,2010-06-16 14:47:00,2010-11-01 13:15:00,34,137,4.5,0.67,11.07,48.09,132.88,39.86,38,0.28,96.02,$100-500
14077,1,115.66,8.26,2010-11-09 16:01:00,2010-11-09 16:01:00,14,1,0.03,30.44,251.48,1092.1,3017.73,905.32,30,1.0,0.0,$1K-5K
14078,4,560.84,5.9,2010-03-28 15:05:00,2010-12-01 12:54:00,95,247,8.11,0.49,2.91,12.64,34.92,10.48,8,0.04,33.41,$0-100
14080,4,990.18,12.69,2009-12-02 15:01:00,2010-10-22 14:04:00,78,323,10.61,0.38,4.79,20.78,57.43,17.23,48,0.2,46.05,$0-100
14081,9,4330.87,5.7,2009-12-10 18:27:00,2010-12-05 15:47:00,760,359,11.79,0.76,4.35,18.89,52.18,15.66,4,0.03,50.44,$0-100
14082,1,231.11,6.42,2010-11-12 11:47:00,2010-11-12 11:47:00,36,1,0.03,30.44,195.42,848.64,2345.0,703.5,27,1.0,0.0,$1K-5K
14083,3,373.3,5.33,2009-12-18 11:34:00,2010-12-03 12:24:00,70,350,11.5,0.26,1.39,6.04,16.7,5.01,6,0.02,16.41,$0-100
14084,1,56.4,18.8,2010-07-15 14:36:00,2010-07-15 14:36:00,3,1,0.03,30.44,572.27,2485.23,6867.26,2060.18,147,1.0,0.0,$5K-10K
14085,16,5460.43,9.07,2009-12-08 13:41:00,2010-12-06 12:39:00,602,362,11.89,1.35,12.2,53.0,146.44,43.93,3,0.04,139.97,$100-500
14086,1,39.95,39.95,2010-09-03 10:52:00,2010-09-03 10:52:00,1,1,0.03,30.44,1216.08,5281.12,14592.94,4377.88,97,1.0,0.0,$10K+
14087,2,638.0,4.4,2009-12-04 15:27:00,2010-10-31 11:22:00,145,330,10.84,0.18,0.81,3.53,9.74,2.92,39,0.08,8.97,$0-100
14088,1,703.93,37.05,2010-10-14 19:46:00,2010-10-14 19:46:00,19,1,0.03,30.44,1127.77,4897.62,13533.24,4059.97,56,1.0,0.0,$10K+
14092,10,2860.62,18.58,2009-12-16 16:24:00,2010-11-30 14:48:00,154,348,11.43,0.87,16.25,70.56,194.98,58.49,9,0.09,178.17,$100-500
14094,1,311.77,7.25,2010-09-26 11:58:00,2010-09-26 11:58:00,43,1,0.03,30.44,220.7,958.46,2648.45,794.53,74,1.0,0.0,$1K-5K
14095,1,2.95,2.95,2009-12-17 12:49:00,2009-12-17 12:49:00,1,1,0.03,30.44,89.8,389.97,1077.58,323.27,357,1.0,0.0,$1K-5K
14097,2,422.86,10.57,2010-03-04 10:46:00,2010-08-15 14:20:00,40,164,5.39,0.37,3.92,17.04,47.09,14.13,116,0.47,24.89,$0-100
14099,9,2554.88,9.5,2009-12-10 11:55:00,2010-11-29 13:03:00,269,354,11.63,0.77,7.35,31.92,88.2,26.46,10,0.08,80.73,$0-100
14101,4,580.86,34.17,2010-03-28 13:36:00,2010-08-26 13:55:00,17,151,4.96,0.81,27.55,119.65,330.62,99.19,105,0.93,24.09,$100-500
14103,1,0.0,0.0,2010-02-12 14:58:00,2010-02-12 14:58:00,1,1,0.03,30.44,0.0,0.0,0.0,0.0,300,1.0,0.0,
14104,3,486.52,4.31,2010-05-28 16:11:00,2010-11-15 13:13:00,113,170,5.58,0.54,2.31,10.04,27.75,8.33,24,0.14,23.84,$0-100
14105,4,3942.84,20.86,2009-12-18 16:57:00,2010-10-27 11:53:00,189,312,10.25,0.39,8.14,35.36,97.7,29.31,43,0.18,79.74,$0-100
14107,4,2011.35,19.34,2009-12-09 14:20:00,2010-09-17 12:25:00,104,281,9.23,0.43,8.38,36.39,100.56,30.17,83,0.39,60.96,$100-500
14108,2,339.65,18.87,2009-12-01 18:07:00,2009-12-08 15:25:00,18,6,0.2,10.15,191.46,831.47,2297.54,689.26,366,1.0,0.0,$1K-5K
14110,20,3509.81,17.73,2009-12-01 09:50:00,2010-09-30 17:13:00,198,303,9.95,2.01,35.62,154.67,427.4,128.22,70,1.0,0.0,$100-500
14112,6,2848.34,17.37,2010-02-23 14:16:00,2010-09-14 13:41:00,164,202,6.64,0.9,15.7,68.2,188.44,56.53,86,0.85,27.99,$100-500
14113,8,1291.39,23.06,2009-12-08 07:42:00,2010-11-29 15:53:00,56,356,11.7,0.68,15.77,68.5,189.29,56.79,10,0.07,175.11,$100-500
14114,5,977.56,16.57,2010-04-12 11:07:00,2010-11-09 09:13:00,59,210,6.9,0.72,12.01,52.15,144.1,43.23,30,0.24,109.79,$100-500
14115,2,373.07,21.95,2010-02-11 11:44:00,2010-07-26 12:36:00,17,165,5.42,0.37,8.1,35.16,97.17,29.15,136,0.55,43.77,$0-100
14118,1,279.35,23.28,2010-10-07 11:59:00,2010-10-07 11:59:00,12,1,0.03,30.44,708.62,3077.35,8503.41,2551.02,63,1.0,0.0,$5K-10K
14119,2,146.89,14.69,2009-12-21 14:52:00,2010-11-29 10:33:00,10,342,11.24,0.18,2.61,11.36,31.38,9.41,10,0.02,30.77,$0-100
14122,2,272.72,22.73,2009-12-11 10:37:00,2010-10-29 15:11:00,12,322,10.58,0.19,4.3,18.66,51.56,15.47,41,0.08,47.19,$0-100
14123,1,436.18,18.17,2009-12-06 15:35:00,2009-12-06 15:35:00,24,1,0.03,30.44,553.22,2402.5,6638.66,1991.6,368,1.0,0.0,$5K-10K
14126,1,466.33,16.65,2010-09-21 14:51:00,2010-09-21 14:51:00,28,1,0.03,30.44,506.97,2201.63,6083.61,1825.08,79,1.0,0.0,$5K-10K
14127,3,1190.37,16.31,2010-10-10 11:53:00,2010-11-24 16:56:00,73,45,1.48,2.03,33.09,143.71,397.09,119.13,15,0.33,264.73,$100-500
14128,1,286.71,15.09,2010-06-06 14:05:00,2010-06-06 14:05:00,19,1,0.03,30.44,459.34,1994.8,5512.08,1653.62,186,1.0,0.0,$5K-10K
14129,4,1345.8,24.92,2010-05-09 14:54:00,2010-11-05 09:59:00,54,179,5.88,0.68,16.95,73.62,203.43,61.03,34,0.25,151.91,$100-500
14130,3,1013.54,6.85,2009-12-11 16:33:00,2010-11-29 17:11:00,148,353,11.6,0.26,1.77,7.69,21.26,6.38,10,0.03,20.66,$0-100
14131,1,168.22,3.66,2010-03-01 11:59:00,2010-03-01 11:59:00,46,1,0.03,30.44,111.32,483.42,1335.81,400.74,283,1.0,0.0,$1K-5K
14133,1,245.8,35.11,2009-12-06 12:10:00,2009-12-06 12:10:00,7,1,0.03,30.44,1068.88,4641.87,12826.55,3847.96,368,1.0,0.0,$10K+
14134,15,3503.33,34.69,2009-12-10 09:25:00,2010-11-22 12:26:00,101,347,11.4,1.32,45.64,198.21,547.71,164.31,17,0.24,413.54,$500-1K
14135,9,1162.91,14.72,2009-12-09 10:41:00,2010-12-07 12:37:00,79,363,11.93,0.75,11.11,48.25,133.32,39.99,2,0.02,131.11,$100-500
14136,5,1522.33,14.92,2009-12-08 09:19:00,2010-11-04 11:53:00,102,331,10.87,0.46,6.86,29.8,82.35,24.71,35,0.18,67.84,$0-100
14137,1,188.7,26.96,2010-01-13 12:30:00,2010-01-13 12:30:00,7,1,0.03,30.44,820.58,3563.55,9846.91,2954.07,330,1.0,0.0,$5K-10K
14139,3,670.98,15.6,2010-06-15 09:17:00,2010-08-06 14:00:00,43,52,1.71,1.76,27.4,119.01,328.84,98.65,125,1.0,0.0,$100-500
14142,2,671.34,15.26,2010-03-03 15:13:00,2010-12-01 16:33:00,44,273,8.97,0.22,3.4,14.78,40.83,12.25,8,0.02,40.03,$0-100
14144,1,30.6,30.6,2010-08-10 15:17:00,2010-08-10 15:17:00,1,1,0.03,30.44,931.46,4045.11,11177.57,3353.27,121,1.0,0.0,$10K+
14145,1,12.75,12.75,2010-06-20 13:28:00,2010-06-20 13:28:00,1,1,0.03,30.44,388.11,1685.46,4657.32,1397.2,172,1.0,0.0,$1K-5K
14146,7,4043.2,17.58,2010-01-13 16:04:00,2010-11-21 15:55:00,230,311,10.22,0.69,12.04,52.31,144.53,43.36,18,0.14,125.01,$100-500
14147,5,384.1,25.61,2010-03-09 13:43:00,2010-11-16 08:11:00,15,251,8.25,0.61,15.53,67.43,186.33,55.9,23,0.15,157.87,$100-500
14148,1,181.59,13.97,2010-10-21 14:08:00,2010-10-21 14:08:00,13,1,0.03,30.44,425.2,1846.54,5102.4,1530.72,49,1.0,0.0,$5K-10K
14151,2,679.45,15.44,2009-12-23 10:54:00,2010-02-04 15:35:00,44,43,1.41,1.42,21.86,94.95,262.36,78.71,308,1.0,0.0,$100-500
14152,5,1272.73,15.71,2010-02-18 13:57:00,2010-11-17 14:20:00,81,272,8.94,0.56,8.79,38.18,105.51,31.65,22,0.13,91.28,$100-500
14153,1,233.4,13.73,2010-08-13 14:35:00,2010-08-13 14:35:00,17,1,0.03,30.44,417.92,1814.93,5015.08,1504.52,118,1.0,0.0,$5K-10K
14154,5,3491.38,15.59,2010-01-13 12:47:00,2010-11-23 17:53:00,224,314,10.32,0.48,7.55,32.81,90.66,27.2,16,0.08,82.96,$0-100
14156,72,37210.94,18.62,2009-12-01 12:30:00,2010-12-03 11:48:00,1998,366,12.02,5.99,111.52,484.32,1338.3,401.49,6,0.39,811.75,$1K-5K
14157,3,553.8,14.2,2010-03-03 16:49:00,2010-11-15 15:10:00,39,256,8.41,0.36,5.07,22.0,60.78,18.24,24,0.09,55.09,$0-100
14159,9,2925.95,4.43,2009-12-03 12:31:00,2010-11-25 13:32:00,660,357,11.73,0.77,3.4,14.77,40.82,12.25,14,0.12,36.02,$0-100
14160,6,1386.01,28.29,2010-01-10 12:06:00,2010-04-08 14:30:00,49,88,2.89,2.08,58.71,254.95,704.47,211.34,245,1.0,0.0,$500-1K
14161,5,2082.26,10.57,2009-12-13 11:46:00,2010-12-05 13:18:00,197,357,11.73,0.43,4.51,19.57,54.07,16.22,4,0.02,53.07,$0-100
14163,1,67.35,13.47,2010-09-03 17:15:00,2010-09-03 17:15:00,5,1,0.03,30.44,410.03,1780.64,4920.32,1476.1,97,1.0,0.0,$1K-5K
14166,2,251.15,4.92,2010-03-23 15:10:00,2010-07-22 19:42:00,51,121,3.98,0.5,2.48,10.76,29.73,8.92,140,0.77,6.8,$0-100
14167,4,711.7,10.95,2010-01-27 16:07:00,2010-09-01 17:15:00,65,217,7.13,0.56,6.14,26.68,73.72,22.12,99,0.61,28.88,$0-100
14168,2,268.45,19.18,2010-05-24 12:28:00,2010-10-15 10:49:00,14,143,4.7,0.43,8.16,35.45,97.96,29.39,55,0.26,72.84,$0-100
14169,2,621.51,9.71,2010-09-21 13:39:00,2010-10-05 08:45:00,64,13,0.43,4.68,45.48,197.5,545.73,163.72,65,1.0,0.0,$500-1K
14170,3,570.18,3.93,2010-11-09 14:06:00,2010-11-29 13:10:00,145,19,0.62,4.81,18.9,82.08,226.8,68.04,10,0.53,107.43,$100-500
14171,1,33.3,6.66,2009-12-09 13:50:00,2009-12-09 13:50:00,5,1,0.03,30.44,202.73,880.41,2432.76,729.83,365,1.0,0.0,$1K-5K
14172,3,369.02,8.39,2010-03-07 10:58:00,2010-04-13 13:26:00,44,37,1.22,2.47,20.7,89.89,248.39,74.52,240,1.0,0.0,$100-500
14173,2,53.56,17.85,2009-12-09 12:46:00,2010-03-08 13:24:00,3,89,2.92,0.68,12.21,53.04,146.55,43.96,276,1.0,0.0,$100-500
14175,5,3787.7,22.02,2010-03-22 10:43:00,2010-10-17 13:59:00,172,209,6.87,0.73,16.04,69.64,192.44,57.73,53,0.42,111.11,$100-500
14176,2,257.75,18.41,2010-11-23 13:21:00,2010-12-07 11:45:00,14,13,0.43,4.68,86.22,374.43,1034.63,310.39,2,0.1,928.51,$1K-5K
14177,8,1309.63,8.29,2010-02-26 11:59:00,2010-11-23 14:23:00,158,270,8.87,0.9,7.48,32.47,89.71,26.91,16,0.16,75.53,$0-100
14180,9,1231.38,21.23,2010-06-09 14:56:00,2010-12-02 13:08:00,58,175,5.75,1.57,33.24,144.34,398.84,119.65,7,0.12,350.98,$100-500
14181,2,308.35,5.93,2010-05-26 12:32:00,2010-10-25 08:27:00,52,151,4.96,0.4,2.39,10.38,28.69,8.61,45,0.2,22.99,$0-100
14182,4,576.77,11.77,2010-04-22 15:36:00,2010-09-22 11:45:00,49,152,4.99,0.8,9.43,40.95,113.15,33.94,78,0.68,35.73,$100-500
14183,2,278.34,8.19,2010-08-15 15:36:00,2010-10-24 14:45:00,34,69,2.27,0.88,7.22,31.37,86.68,26.0,46,0.44,48.15,$0-100
14186,5,1473.59,14.88,2010-03-05 11:17:00,2010-10-08 13:30:00,99,217,7.13,0.7,10.44,45.34,125.28,37.58,62,0.48,65.62,$100-500
14187,1,123.5,15.44,2010-08-23 12:06:00,2010-08-23 12:06:00,8,1,0.03,30.44,469.92,2040.73,5639.01,1691.7,108,1.0,0.0,$5K-10K
14189,2,752.35,17.1,2010-11-16 09:28:00,2010-12-06 11:42:00,44,20,0.66,3.04,52.05,226.04,624.59,187.38,3,0.1,562.13,$500-1K
14191,2,132.9,22.15,2009-12-11 10:48:00,2010-11-10 12:27:00,6,334,10.97,0.18,4.04,17.53,48.45,14.53,29,0.06,45.64,$0-100
14192,1,293.74,20.98,2010-11-16 17:44:00,2010-11-16 17:44:00,14,1,0.03,30.44,638.67,2773.6,7664.1,2299.23,23,1.0,0.0,$5K-10K
14193,1,356.8,16.22,2010-11-08 12:31:00,2010-11-08 12:31:00,22,1,0.03,30.44,493.68,2143.93,5924.18,1777.25,31,1.0,0.0,$5K-10K
14194,14,6353.85,17.9,2010-01-06 12:16:00,2010-11-12 12:26:00,355,310,10.18,1.37,24.6,106.85,295.26,88.58,27,0.41,175.25,$100-500
14197,1,390.05,19.5,2010-10-25 10:01:00,2010-10-25 10:01:00,20,1,0.03,30.44,593.66,2578.1,7123.87,2137.16,45,1.0,0.0,$5K-10K
14198,5,827.53,16.23,2010-01-05 10:07:00,2010-11-04 13:50:00,51,303,9.95,0.5,8.15,35.4,97.81,29.34,35,0.19,78.98,$0-100
14199,2,130.05,18.58,2010-06-27 12:13:00,2010-10-12 08:25:00,7,106,3.48,0.57,10.67,46.34,128.04,38.41,58,0.36,81.34,$100-500
14200,1,379.2,18.06,2010-04-01 13:01:00,2010-04-01 13:01:00,21,1,0.03,30.44,549.66,2387.03,6595.91,1978.77,252,1.0,0.0,$5K-10K
14201,2,344.1,20.24,2010-04-30 13:00:00,2010-10-26 18:51:00,17,179,5.88,0.34,6.88,29.9,82.61,24.78,44,0.16,69.07,$0-100
14202,3,534.31,21.37,2010-03-25 10:36:00,2010-11-23 17:13:00,25,243,7.98,0.38,8.03,34.88,96.38,28.91,16,0.07,90.04,$0-100
14203,1,251.74,16.78,2010-11-07 13:35:00,2010-11-07 13:35:00,15,1,0.03,30.44,510.86,2218.55,6130.37,1839.11,32,1.0,0.0,$5K-10K
14204,3,772.22,4.29,2009-12-02 13:26:00,2010-10-13 13:32:00,180,315,10.35,0.29,1.24,5.4,14.92,4.48,57,0.18,12.22,$0-100
14205,7,1642.28,17.29,2010-03-07 12:20:00,2010-11-10 14:37:00,95,248,8.15,0.86,14.85,64.5,178.24,53.47,29,0.27,129.6,$100-500
14206,2,816.05,16.32,2010-11-02 11:37:00,2010-11-16 18:20:00,50,14,0.46,4.35,70.97,308.22,851.68,255.5,23,1.0,0.0,$500-1K
14207,1,55.8,55.8,2010-01-21 09:33:00,2010-01-21 09:33:00,1,1,0.03,30.44,1698.55,7376.38,20382.62,6114.79,322,1.0,0.0,$10K+
14208,1,347.15,16.53,2010-06-06 13:11:00,2010-06-06 13:11:00,21,1,0.03,30.44,503.2,2185.28,6038.43,1811.53,186,1.0,0.0,$5K-10K
14209,9,2691.08,19.22,2010-01-22 10:28:00,2010-11-19 13:58:00,140,301,9.89,0.91,17.5,75.98,209.94,62.98,20,0.2,168.09,$100-500
14210,11,3923.52,17.44,2010-01-06 10:17:00,2010-12-03 12:43:00,225,331,10.87,1.01,17.64,76.61,211.68,63.5,6,0.07,197.61,$100-500
14211,9,2079.59,16.37,2009-12-09 12:48:00,2010-10-24 12:54:00,127,319,10.48,0.86,14.06,61.07,168.75,50.63,46,0.43,95.75,$100-500
14215,4,1486.91,18.13,2009-12-08 09:35:00,2010-12-06 15:34:00,82,363,11.93,0.34,6.08,26.41,72.99,21.9,3,0.01,72.18,$0-100
14216,1,310.74,17.26,2010-10-21 15:07:00,2010-10-21 15:07:00,18,1,0.03,30.44,525.5,2282.1,6305.95,1891.79,49,1.0,0.0,$5K-10K
14217,7,1191.41,15.08,2010-06-30 12:54:00,2010-12-08 13:28:00,79,161,5.29,1.32,19.96,86.68,239.51,71.85,1,0.01,236.04,$100-500
14219,2,543.89,15.11,2010-08-03 14:42:00,2010-10-26 10:34:00,36,83,2.73,0.73,11.08,48.12,132.98,39.89,44,0.35,85.98,$100-500
14220,2,336.0,25.85,2010-05-19 13:26:00,2010-05-21 13:29:00,13,2,0.07,30.44,786.76,3416.69,9441.08,2832.32,202,1.0,0.0,$5K-10K
14221,8,2763.69,18.42,2010-04-06 14:10:00,2010-09-16 14:41:00,150,163,5.35,1.49,27.53,119.54,330.31,99.09,84,1.0,0.0,$100-500
14224,5,639.78,5.61,2010-06-13 13:46:00,2010-11-14 13:53:00,114,154,5.06,0.99,5.55,24.09,66.56,19.97,25,0.27,48.55,$0-100
14225,4,1674.93,20.68,2010-01-12 15:02:00,2010-10-01 10:32:00,81,261,8.57,0.47,9.65,41.89,115.76,34.73,69,0.35,74.96,$100-500
14226,1,573.0,20.46,2010-09-24 14:32:00,2010-09-24 14:32:00,28,1,0.03,30.44,622.93,2705.24,7475.19,2242.56,76,1.0,0.0,$5K-10K
14227,5,2817.23,14.52,2010-02-08 09:38:00,2010-10-21 10:49:00,194,255,8.38,0.6,8.67,37.64,104.01,31.2,49,0.32,70.7,$100-500
14228,3,664.5,17.96,2010-06-11 12:29:00,2010-09-28 09:45:00,37,108,3.55,0.85,15.19,65.95,182.23,54.67,72,0.67,60.74,$100-500
14229,4,669.59,23.91,2010-08-25 11:47:00,2010-11-01 13:04:00,28,68,2.23,1.79,42.82,185.96,513.84,154.15,38,0.75,130.98,$500-1K
14230,3,826.8,26.67,2010-06-09 13:56:00,2010-09-30 09:07:00,31,112,3.68,0.82,21.75,94.44,260.96,78.29,70,0.62,97.86,$100-500
14231,1,309.91,16.31,2010-09-15 09:52:00,2010-09-15 09:52:00,19,1,0.03,30.44,496.51,2156.21,5958.1,1787.43,85,1.0,0.0,$5K-10K
14233,2,644.75,21.49,2010-04-28 14:02:00,2010-08-31 15:03:00,30,125,4.11,0.49,10.47,45.46,125.61,37.68,100,0.53,58.62,$100-500
14235,4,1143.97,18.75,2010-03-30 13:36:00,2010-07-29 17:24:00,61,121,3.98,1.01,18.87,81.95,226.46,67.94,133,1.0,0.0,$100-500
14236,4,542.38,18.7,2010-07-22 14:27:00,2010-12-02 18:49:00,29,133,4.37,0.92,17.12,74.36,205.47,61.64,7,0.07,191.05,$100-500
14237,2,452.9,18.12,2010-04-28 10:04:00,2010-12-01 13:20:00,25,217,7.13,0.28,5.08,22.07,60.99,18.3,8,0.02,59.49,$0-100
14238,2,148.08,37.02,2009-12-05 10:58:00,2010-02-15 11:39:00,4,72,2.37,0.85,31.3,135.94,375.63,112.69,297,1.0,0.0,$100-500
14239,10,1793.82,18.49,2009-12-05 12:36:00,2010-10-04 15:01:00,97,303,9.95,1.0,18.58,80.68,222.94,66.88,66,0.73,61.07,$100-500
14240,1,357.15,18.8,2010-10-12 12:48:00,2010-10-12 12:48:00,19,1,0.03,30.44,572.19,2484.88,6866.3,2059.89,58,1.0,0.0,$5K-10K
14243,8,3933.72,18.13,2010-08-20 13:41:00,2010-12-09 08:34:00,217,110,3.61,2.21,40.13,174.28,481.58,144.47,0,0.0,481.58,$100-500
14244,1,245.46,17.53,2010-02-17 11:40:00,2010-02-17 11:40:00,14,1,0.03,30.44,533.7,2317.72,6404.4,1921.32,295,1.0,0.0,$5K-10K
14247,4,616.79,6.63,2010-06-06 15:07:00,2010-10-31 13:58:00,93,146,4.8,0.83,5.53,24.02,66.37,19.91,39,0.36,42.73,$0-100
14248,2,573.17,17.37,2010-07-12 14:27:00,2010-09-06 14:04:00,33,55,1.81,1.11,19.23,83.49,230.71,69.21,94,1.0,0.0,$100-500
14249,12,4488.16,17.26,2010-01-29 14:21:00,2010-10-25 12:34:00,260,268,8.8,1.36,23.53,102.18,282.34,84.7,45,0.67,92.71,$100-500
14252,1,130.99,14.55,2010-11-23 13:36:00,2010-11-23 13:36:00,9,1,0.03,30.44,443.04,1924.0,5316.45,1594.93,16,1.0,0.0,$5K-10K
14253,2,149.2,16.58,2010-03-26 15:08:00,2010-08-03 14:55:00,9,129,4.24,0.47,7.82,33.98,93.88,28.17,128,0.66,31.78,$0-100
14254,1,353.53,17.68,2010-10-03 11:52:00,2010-10-03 11:52:00,20,1,0.03,30.44,538.07,2336.71,6456.87,1937.06,67,1.0,0.0,$5K-10K
14256,3,1415.23,17.91,2010-01-14 10:35:00,2010-08-05 09:30:00,79,202,6.64,0.45,8.1,35.17,97.18,29.16,126,0.62,36.56,$0-100
14257,4,2145.53,17.03,2010-03-01 15:36:00,2010-11-24 16:00:00,126,268,8.8,0.45,7.74,33.6,92.84,27.85,15,0.07,85.91,$0-100
14258,12,1506.8,37.67,2009-12-04 08:36:00,2010-11-09 10:07:00,40,340,11.17,1.07,40.47,175.75,485.65,145.7,30,0.35,314.24,$100-500
14260,3,814.2,16.28,2010-06-09 11:23:00,2010-08-25 14:55:00,50,77,2.53,1.19,19.31,83.87,231.75,69.52,106,1.0,0.0,$100-500
14263,1,322.93,20.18,2010-10-12 14:09:00,2010-10-12 14:09:00,16,1,0.03,30.44,614.37,2668.07,7372.49,2211.75,58,1.0,0.0,$5K-10K
14264,4,1183.39,19.09,2010-04-07 13:21:00,2010-11-25 17:42:00,62,232,7.62,0.52,10.02,43.5,120.21,36.06,14,0.08,110.54,$100-500
14265,2,843.17,17.57,2010-04-06 14:39:00,2010-09-01 12:20:00,48,147,4.83,0.41,7.27,31.59,87.3,26.19,99,0.45,48.1,$0-100
14266,1,40.56,40.56,2010-10-07 13:32:00,2010-10-07 13:32:00,1,1,0.03,30.44,1234.65,5361.76,14815.76,4444.73,63,1.0,0.0,$10K+
14268,1,354.85,18.68,2010-08-26 10:45:00,2010-08-26 10:45:00,19,1,0.03,30.44,568.51,2468.88,6822.08,2046.63,105,1.0,0.0,$5K-10K
14269,1,295.73,18.48,2010-09-26 12:53:00,2010-09-26 12:53:00,16,1,0.03,30.44,562.63,2443.34,6751.52,2025.45,74,1.0,0.0,$5K-10K
14271,1,101.86,3.64,2010-10-26 17:01:00,2010-10-26 17:01:00,28,1,0.03,30.44,110.74,480.9,1328.84,398.65,44,1.0,0.0,$1K-5K
14272,2,434.37,15.51,2010-05-06 14:01:00,2010-05-26 09:49:00,28,19,0.62,3.2,49.71,215.87,596.49,178.95,197,1.0,0.0,$500-1K
14274,1,256.6,17.11,2010-01-22 12:51:00,2010-01-22 12:51:00,15,1,0.03,30.44,520.73,2261.38,6248.72,1874.62,321,1.0,0.0,$5K-10K
14275,5,210.14,16.16,2010-04-11 12:32:00,2010-11-09 09:06:00,13,211,6.93,0.72,11.66,50.64,139.92,41.98,30,0.24,106.76,$100-500
14276,4,982.94,17.24,2010-02-17 13:10:00,2010-10-28 17:13:00,57,253,8.31,0.48,8.3,36.04,99.59,29.88,42,0.22,77.55,$0-100
14277,4,746.6,6.85,2009-12-13 15:43:00,2010-10-24 12:44:00,109,314,10.32,0.39,2.66,11.53,31.87,9.56,46,0.2,25.65,$0-100
14278,1,205.83,15.83,2010-10-26 12:07:00,2010-10-26 12:07:00,13,1,0.03,30.44,481.96,2093.03,5783.51,1735.05,44,1.0,0.0,$5K-10K
